0,1,2,3,4,5,6,7,8,9
2.2577266688001582e-153,8.416501857946416e-159,3.8825687171385324e-95,1.0,3.2295526527887896e-158,4.163055992807313e-149,7.646887648861309e-139,2.4895933776138688e-123,8.883270870815649e-156,1.7438203683182569e-149
2.0059130554590696e-161,4.896107263989696e-165,1.985743085409422e-99,1.0,1.499053767639815e-164,6.946027191054737e-155,1.531392475893468e-144,7.950579316269015e-127,9.317107085622317e-162,2.578968727768553e-155
1.7630710405199088e-153,5.304088940932297e-156,1.3489663294557669e-91,1.0,1.2330579203882357e-155,2.1103286624849187e-146,7.97168273882458e-136,1.8624008008756253e-122,7.330249146837733e-153,7.053887239453803e-147
8.076279349588731e-156,5.791215956709007e-158,1.8427646344145387e-95,1.0,1.2492215718598613e-157,4.0816212760241954e-148,4.5584132084592016e-138,3.7208504800427205e-124,5.4618449947664716e-155,6.408094073560533e-149
1.9411921226153635e-150,6.413721188427031e-153,9.65090034458961e-90,1.0,1.4547073323187458e-152,1.6389839684981946e-143,3.9075680868159995e-133,4.909307913394327e-120,7.774846546963533e-150,5.610631585616116e-144
8.076279349588731e-156,5.791215956709007e-158,1.8427646344145387e-95,1.0,1.2492215718598613e-157,4.0816212760241954e-148,4.5584132084592016e-138,3.7208504800427205e-124,5.4618449947664716e-155,6.408094073560533e-149
1.406592101079582e-156,3.647767490403294e-115,9.995922515413192e-107,3.3943648261953846e-135,1.7220520511108613e-100,1.5058100212704553e-95,1.0,3.003718744668104e-155,3.1985058220012916e-127,4.699299562674142e-94
8.522623170780891e-162,3.277770905533782e-121,9.363728353796744e-110,1.496387832608636e-139,1.1756632711347135e-104,3.5068082603388294e-100,1.0,6.290066270060854e-160,2.1834648098082223e-131,1.8650799839007525e-102
8.522623170780891e-162,3.277770905533782e-121,9.363728353796744e-110,1.496387832608636e-139,1.1756632711347135e-104,3.5068082603388294e-100,1.0,6.290066270060854e-160,2.1834648098082223e-131,1.8650799839007525e-102
2.300372385669268e-158,3.0205710032878363e-113,4.684441480358469e-108,2.1347665240922854e-136,4.173858346159534e-100,2.7717534804791128e-93,1.0,5.6853460638901184e-157,3.647284034923256e-128,4.230110570691691e-93
