0,1,2,3,4,5,6,7,8,9
7.751255171331463e-28,1.3976200791348718e-18,2.4985419001909063e-25,1.1070874206658171e-24,7.273996520185541e-27,4.030914493104295e-27,1.7088065114340756e-26,1.960558539518325e-27,1.0,2.2010812277101946e-29
7.616568608673721e-43,1.7178761206054564e-28,5.46391777490719e-39,5.455705727506242e-38,2.2037621618634257e-41,9.567204226710387e-42,8.376778228823789e-41,2.962593949750397e-42,1.0,2.6402302355703812e-45
1.462881463582242e-28,1.5642788697002726e-16,4.116907223644749e-26,1.4770648716706115e-25,1.989279194525797e-27,6.344377902983253e-28,1.146901430631922e-27,1.0813062345069445e-28,0.9999999999999998,7.992381373100165e-31
7.574197612271496e-37,1.5801246611482658e-24,1.590655970221999e-33,1.147580443394847e-32,1.41451571767345e-35,6.726804904699167e-36,4.4339198733587266e-35,2.5014278477469842e-36,1.0,6.161507728936082e-39
1.4283247235183073e-37,1.7706285905641875e-22,2.62092834062538e-34,1.531067369895364e-33,3.868303369095994e-36,1.0609857878620961e-36,2.9759310350602225e-36,1.3813291077497287e-37,1.0,2.238654706582124e-40
7.660954459003959e-31,1.4554643864905717e-20,4.630730947598089e-28,2.4138795393554538e-27,9.079276063975268e-30,4.770878544795468e-30,2.3479166341568322e-29,2.12359060834356e-30,1.0,1.4395184395339315e-32
3.855874343773039e-42,1.2674806047823005e-32,6.483009172469118e-33,7.562116655393493e-40,1.0,5.9424280839569346e-30,1.5914306815552878e-34,1.3223617055928403e-33,2.37677605530879e-37,4.3690349694375254e-37
7.070849188195866e-54,2.0555516281967068e-41,1.1446780025551469e-42,5.208347721738099e-51,1.0,4.206221129392065e-42,1.2787104943807116e-45,1.1477471990223758e-43,3.99649608339114e-48,1.2883768953445092e-47
1.2871481535504356e-22,1.7535165686838546e-17,5.095882274181621e-18,1.9381103104356198e-21,1.0,8.782692043276152e-18,3.178044902359942e-19,2.0572677302859455e-18,3.0551848176167636e-20,4.970079703108073e-20
4.1607161419967975e-10,6.573684950487083e-08,3.806058146535116e-08,1.3277607283204268e-09,0.9999997982375183,4.8220582307823954e-08,1.1720274697490855e-08,2.652197497242645e-08,4.35551003366652e-09,5.402876229128148e-09
4.1607161419967975e-10,6.573684950487083e-08,3.806058146535116e-08,1.3277607283204268e-09,0.9999997982375183,4.8220582307823954e-08,1.1720274697490855e-08,2.652197497242645e-08,4.35551003366652e-09,5.402876229128148e-09
7.070849188195866e-54,2.0555516281967068e-41,1.1446780025551469e-42,5.208347721738099e-51,1.0,4.206221129392065e-42,1.2787104943807116e-45,1.1477471990223758e-43,3.99649608339114e-48,1.2883768953445092e-47
6.0360531238446936e-33,2.1517421007151087e-25,1.7214290667525983e-25,2.148932193473573e-31,1.0,2.1301595910416306e-25,1.3101733104510571e-27,8.963332403429442e-24,4.6084651516613544e-29,3.1209780955803886e-29
2.995928284781163e-38,1.8956071226199657e-29,2.381824617878734e-30,3.1499146502945865e-36,1.0,6.008325378060382e-30,1.9975397837488642e-32,4.809955956903031e-31,3.491582944166438e-34,7.985139138878658e-34
1.6782526542612746e-44,3.102128591872634e-34,2.806734657209891e-35,3.8431287506513546e-42,1.0,8.234732011847631e-35,1.0520472515739858e-37,4.28621944356179e-36,9.255409983795693e-40,2.4273558885591087e-39
8.079855599211388e-30,5.321257004650184e-23,5.0340456590755906e-23,1.9502980839894405e-28,1.0,5.772509672350396e-23,5.723883615752894e-25,3.0095657260653866e-21,2.8310363784996415e-26,1.7909883033137972e-26
9.425183689021768e-51,5.07908448196321e-39,3.3219295160843907e-40,4.7027922126446914e-48,1.0,1.1326597928725414e-39,5.557340312605509e-43,3.8328567652563085e-41,2.454067219643409e-45,7.384396702303332e-45
1.6782526542612746e-44,3.102128591872634e-34,2.806734657209891e-35,3.8431287506513546e-42,1.0,8.234732011847631e-35,1.0520472515739858e-37,4.28621944356179e-36,9.255409983795693e-40,2.4273558885591087e-39
5.308754348112442e-57,8.320025485044222e-44,3.948519671100583e-45,5.772944097877579e-54,1.0,1.563345801581056e-44,2.9444605493682765e-48,3.4402214330946593e-46,6.508876049956376e-51,2.248381059729694e-50
1.082043645183884e-26,1.3161103133150795e-20,1.473798842977188e-20,1.7711022547838786e-25,1.0,1.5658005035838105e-20,2.5024384009947816e-22,1.011261010789293e-18,1.7392364861571467e-23,1.02791326022011e-23
3.1015405795573686e-13,2.6561541005797097e-10,1.2924112304036964e-10,1.4583209376756252e-12,0.9999999993046507,1.7687493509075295e-10,2.671808756560425e-11,7.863580612613547e-11,7.0877782520334354e-12,9.407826490135999e-12
