0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
1.5147650006876819e-06,-1.3631181108550566e-09,-1.3517587932646031e-08,-9.712216539842275e-09,-1.4228113247929194e-06,-2.2605042005013045e-08,-8.235505253082651e-09,-3.362358006775803e-08,-1.2495249349504738e-09,1.8000853790203986e-36,4.500213447550996e-37,5.4002561370611957e-36,5.4002561370611957e-36,0.0,-2.1601024548244783e-35,2.4751173961530478e-36,2.30410928514611e-33,-2.0250960513979483e-36,2.534520213660721e-33,-2.8801366064326377e-35,-2.7001280685305976e-35,0.0,0.0,1.8000853790203986e-36,-1.8000853790203986e-36,3.600170758040797e-36,1.0080478122514232e-34,-2.250106723775498e-36,1.2375586980765239e-36,7.200341516081594e-36,2.8801366064326377e-35,-1.4400683032163188e-35,-2.340110992726518e-35,-4.60821857029222e-34,-2.250106723775498e-36,-4.500213447550996e-36,-1.0350490929367291e-35,-4.60821857029222e-34,2.4751173961530478e-36,4.9502347923060955e-36,1.8000853790203986e-36,-4.0501921027958966e-36,2.7001280685305978e-36,9.000426895101993e-37,2.250106723775498e-36,-1.0800512274122391e-35,-9.000426895101992e-36,1.3950661687408088e-35,-5.850277481816295e-36,-2.250106723775498e-36,5.4002561370611957e-36,1.125053361887749e-35,-3.1501494132856976e-36,-6.91232785543833e-33,-8.010379936640773e-36,-4.153530337517438e-36,-4.461544946816484e-35,-3.3981345086858554e-33,-1.0200483814448925e-35,-1.0923184759211188e-34,-3.157483094459484e-35,-1.206723902232193e-36,3.093480058760981e-36,0.0,-7.920375667689753e-35,1.3500640342652989e-36,4.725224119928546e-36,2.0250960513979483e-36,9.000426895101993e-37,-3.375160085663247e-36,-9.000426895101993e-37,-1.8000853790203984e-35,0.0,2.7001280685305978e-36,2.073698356631499e-33,2.7001280685305976e-35,-1.4400683032163188e-35,-7.200341516081594e-36,7.200341516081594e-36,4.0501921027958966e-36,-5.4002561370611957e-36,-7.817037432968212e-37,-2.90347104653105e-36,-2.149435282208061e-35,-1.1312536559710416e-34,-2.2894419227985363e-35,2.7615176469380785e-33,-1.1647219100550504e-35,1.4894039765672482e-35,3.3134904939745857e-36
-1.3631181108550566e-09,1.7309652696272278e-06,-1.544867192302402e-08,-1.1099676045534046e-08,-1.6260700854776182e-06,-2.5834333720014992e-08,-9.412006003523024e-09,-3.842694864886646e-08,-1.4280284970862553e-09,2.8422400721374713e-36,7.105600180343678e-37,8.526720216412414e-36,8.526720216412414e-36,0.0,-3.4106880865649656e-35,3.908080099189023e-36,3.638067292335963e-33,-3.197520081154655e-36,4.001874021569559e-33,-4.547584115419954e-35,-4.2633601082062067e-35,0.0,0.0,2.8422400721374713e-36,-2.8422400721374713e-36,5.6844801442749427e-36,1.591654440396984e-34,-3.552800090171839e-36,1.9540400495945114e-36,1.1368960288549885e-35,4.547584115419954e-35,-2.273792057709977e-35,-3.6949120937787125e-35,-7.276134584671927e-34,-3.552800090171839e-36,-7.105600180343678e-36,-1.634288041479046e-35,-7.276134584671927e-34,3.908080099189023e-36,7.816160198378045e-36,2.8422400721374713e-36,-6.39504016230931e-36,4.263360108206207e-36,1.4211200360687357e-36,3.552800090171839e-36,-1.7053440432824828e-35,-1.4211200360687357e-35,2.2027360559065402e-35,-9.237280234446781e-36,-3.552800090171839e-36,8.526720216412414e-36,1.7764000450859196e-35,-4.973920126240575e-36,-1.0914201877007889e-32,-1.2647968321011746e-35,-6.558205796080166e-36,-7.044544652868133e-35,-5.3654755400302986e-33,-1.6106027075445672e-35,-1.7247133830333456e-34,-4.985499622830764e-35,-1.9053535298403048e-36,4.884442198043654e-36,0.0,-1.2505856317404873e-34,2.1316800541031035e-36,7.460880189360863e-36,3.197520081154655e-36,1.4211200360687357e-36,-5.3292001352577584e-36,-1.4211200360687357e-36,-2.8422400721374713e-35,0.0,4.263360108206207e-36,3.2742605631023666e-33,4.2633601082062067e-35,-2.273792057709977e-35,-1.1368960288549885e-35,1.1368960288549885e-35,6.39504016230931e-36,-8.526720216412414e-36,-1.2342690683634019e-36,-4.584427968206921e-36,-3.3938451824337805e-35,-1.786189983112171e-34,-3.614908299155584e-35,4.360291021481177e-33,-1.8390345948237637e-35,2.3516904893167076e-35,5.231827095749345e-36
-1.3517587932646031e-08,-1.544867192302402e-08,1.7027654932489766e-05,-1.1007178745154635e-07,-1.612519501431983e-05,-2.5619047605681473e-07,-9.33357262016037e-08,-3.810672407679263e-07,-1.4161282596105325e-08,1.212689097445321e-35,3.0317227436133024e-36,3.638067292335963e-35,3.638067292335963e-35,0.0,-1.4552269169343853e-34,1.6674475089873164e-35,1.552242044730011e-32,-1.364275234625986e-35,1.707466249203012e-32,-1.9403025559125136e-34,-1.8190336461679816e-34,0.0,0.0,1.212689097445321e-35,-1.212689097445321e-35,2.425378194890642e-35,6.791058945693798e-34,-1.5158613718066513e-35,8.337237544936582e-36,4.850756389781284e-35,1.9403025559125136e-34,-9.701512779562568e-35,-1.5764958266789174e-34,-3.104484089460022e-33,-1.5158613718066513e-35,-3.0317227436133026e-35,-6.972962310310597e-35,-3.104484089460022e-33,1.6674475089873164e-35,3.334895017974633e-35,1.212689097445321e-35,-2.728550469251972e-35,1.8190336461679816e-35,6.063445487226605e-36,1.5158613718066513e-35,-7.276134584671926e-35,-6.063445487226605e-35,9.398340505201238e-35,-3.9412395666972935e-35,-1.5158613718066513e-35,3.638067292335963e-35,7.579306859033257e-35,-2.122205920529312e-35,-4.656726134190033e-32,-5.396466483631679e-35,-2.798167806327537e-35,-3.0056723852237365e-34,-2.2892695637462605e-32,-6.871904885523486e-35,-7.358777100942274e-34,-2.1271465057411263e-34,-8.129508393985301e-36,2.0840286711652924e-35,0.0,-5.335832028759413e-34,9.095168230839908e-36,3.183308880793968e-35,1.364275234625986e-35,6.063445487226605e-36,-2.273792057709977e-35,-6.063445487226605e-36,-1.212689097445321e-34,0.0,1.8190336461679816e-35,1.3970178402570098e-32,1.8190336461679816e-34,-9.701512779562568e-35,-4.850756389781284e-35,4.850756389781284e-35,2.728550469251972e-35,-3.638067292335963e-35,-5.266214691683848e-36,-1.9560225997682864e-35,-1.4480406111717464e-34,-7.621077261278596e-34,-1.5423608743063825e-34,1.8603908358319687e-32,-7.846547604581393e-35,1.003387942108462e-34,2.2322462275197208e-35
-9.712216539842275e-09,-1.1099676045534046e-08,-1.1007178745154635e-07,1.2265142030315106e-05,-1.1585749359028093e-05,-1.8406962775510666e-07,-6.706054277510136e-08,-2.7379200912317315e-07,-1.0174703041739562e-08,-4.547584115419954e-36,-1.1368960288549885e-36,-1.364275234625986e-35,-1.364275234625986e-35,0.0,5.457100938503945e-35,-6.252928158702437e-36,-5.820907667737541e-33,5.116032129847448e-36,-6.402998434511295e-33,7.276134584671926e-35,6.821376173129931e-35,0.0,0.0,-4.547584115419954e-36,4.547584115419954e-36,-9.095168230839908e-36,-2.5466471046351744e-34,5.6844801442749427e-36,-3.126464079351218e-36,-1.8190336461679816e-35,-7.276134584671926e-35,3.638067292335963e-35,5.911859350045941e-35,1.1641815335475082e-33,5.6844801442749427e-36,1.1368960288549885e-35,2.6148608663664737e-35,1.1641815335475082e-33,-6.252928158702437e-36,-1.2505856317404873e-35,-4.547584115419954e-36,1.0232064259694896e-35,-6.82137617312993e-36,-2.273792057709977e-36,-5.6844801442749427e-36,2.728550469251972e-35,2.273792057709977e-35,-3.5243776894504647e-35,1.4779648375114852e-35,5.6844801442749427e-36,-1.364275234625986e-35,-2.8422400721374713e-35,7.95827220198492e-36,1.7462723003212624e-32,2.0236749313618795e-35,1.0493129273728265e-35,1.1271271444589013e-34,8.584760864048477e-33,2.5769643320713074e-35,2.7595414128533527e-34,7.976799396529223e-35,3.048565647744488e-36,-7.815107516869847e-36,0.0,2.0009370107847797e-34,-3.410688086564965e-36,-1.1937408302977379e-35,-5.116032129847448e-36,-2.273792057709977e-36,8.526720216412414e-36,2.273792057709977e-36,4.547584115419954e-35,0.0,-6.82137617312993e-36,-5.238816900963787e-33,-6.821376173129931e-35,3.638067292335963e-35,1.8190336461679816e-35,-1.8190336461679816e-35,-1.0232064259694896e-35,1.364275234625986e-35,1.974830509381443e-36,7.335084749131074e-36,5.430152291894049e-35,2.8579039729794735e-34,5.783853278648934e-35,-6.976465634369883e-33,2.942455351718022e-35,-3.762704782906732e-35,-8.370923353198953e-36
-1.4228113247929194e-06,-1.6260700854776182e-06,-1.612519501431983e-05,-1.1585749359028093e-05,0.00011111478917430461,-2.6965662250837302e-05,-9.824173433093976e-06,-4.0109728775114825e-05,-1.4905642450211574e-06,-1.843287428116888e-33,-4.60821857029222e-34,-5.5298622843506644e-33,-5.5298622843506644e-33,0.0,2.2119449137402657e-32,-2.534520213660721e-33,-2.3594079079896166e-30,2.073698356631499e-33,-2.5953486987885782e-30,2.949259884987021e-32,2.764931142175332e-32,0.0,0.0,-1.843287428116888e-33,1.843287428116888e-33,-3.686574856233776e-33,-1.0322409597454574e-31,2.30410928514611e-33,-1.2672601068303605e-33,-7.373149712467552e-33,-2.949259884987021e-32,1.4746299424935105e-32,2.3962736565519545e-32,4.718815815979234e-31,2.30410928514611e-33,4.60821857029222e-33,1.0598902711672106e-32,4.718815815979234e-31,-2.534520213660721e-33,-5.069040427321442e-33,-1.843287428116888e-33,4.147396713262998e-33,-2.7649311421753322e-33,-9.21643714058444e-34,-2.30410928514611e-33,1.1059724568701329e-32,9.21643714058444e-33,-1.4285477567905882e-32,5.990684141379886e-33,2.30410928514611e-33,-5.5298622843506644e-33,-1.152054642573055e-32,3.2257529992045544e-33,7.07822372396885e-30,8.202629055120151e-33,4.2532150656178565e-33,4.56862202554008e-32,3.479689736894316e-30,1.04452954259957e-32,1.1185341193432256e-31,3.233262688726512e-32,1.2356852758857657e-33,-3.167723580171245e-33,0.0,8.110464683714307e-32,-1.3824655710876661e-33,-4.838629498806831e-33,-2.073698356631499e-33,-9.21643714058444e-34,3.456163927719165e-33,9.21643714058444e-34,1.843287428116888e-32,0.0,-2.7649311421753322e-33,-2.123467117190655e-30,-2.764931142175332e-32,1.4746299424935105e-32,7.373149712467552e-33,-7.373149712467552e-33,-4.147396713262998e-33,5.5298622843506644e-33,8.004646331359449e-34,2.9731543516477953e-33,2.2010217289810545e-32,1.1584037437143465e-31,2.3443885289457012e-32,-2.8277940704645924e-30,1.1926752358963716e-32,-1.5251496720048622e-32,-3.393014265829976e-33
-2.2605042005013045e-08,-2.5834333720014992e-08,-2.5619047605681473e-07,-1.8406962775510666e-07,-2.6965662250837302e-05,2.8302589020848082e-05,-1.56082432891757e-07,-6.372468984270367e-07,-2.3681472576680366e-08,2.728550469251972e-35,6.82137617312993e-36,8.185651407755917e-35,8.185651407755917e-35,0.0,-3.2742605631023667e-34,3.751756895221462e-35,3.492544600642525e-32,-3.069619277908469e-35,3.8417990607067774e-32,-4.365680750803156e-34,-4.092825703877958e-34,0.0,0.0,2.728550469251972e-35,-2.728550469251972e-35,5.457100938503945e-35,1.5279882627811046e-33,-3.4106880865649656e-35,1.875878447610731e-35,1.091420187700789e-34,4.365680750803156e-34,-2.182840375401578e-34,-3.547115610027564e-34,-6.985089201285049e-33,-3.4106880865649656e-35,-6.821376173129931e-35,-1.5689165198198842e-34,-6.985089201285049e-33,3.751756895221462e-35,7.503513790442925e-35,2.728550469251972e-35,-6.139238555816938e-35,4.0928257038779584e-35,1.364275234625986e-35,3.4106880865649656e-35,-1.6371302815511834e-34,-1.3642752346259862e-34,2.1146266136702787e-34,-8.86778902506891e-35,-3.4106880865649656e-35,8.185651407755917e-35,1.7053440432824827e-34,-4.7749633211909517e-35,-1.0477633801927573e-31,-1.2142049588171277e-34,-6.295877564236959e-35,-6.762762866753407e-34,-5.150856518429086e-32,-1.5461785992427843e-34,-1.6557248477120117e-33,-4.786079637917534e-34,-1.8291393886466925e-35,4.689064510121908e-35,0.0,-1.200562206470868e-33,2.0464128519389792e-35,7.162444981786428e-35,3.069619277908469e-35,1.364275234625986e-35,-5.116032129847448e-35,-1.364275234625986e-35,-2.7285504692519725e-34,0.0,4.0928257038779584e-35,3.143290140578272e-32,4.092825703877958e-34,-2.182840375401578e-34,-1.091420187700789e-34,1.091420187700789e-34,6.139238555816938e-35,-8.185651407755917e-35,-1.1848983056288658e-35,-4.4010508494786444e-35,-3.2580913751364292e-34,-1.714742383787684e-33,-3.4703119671893604e-34,4.1858793806219297e-32,-1.7654732110308133e-34,2.2576228697440396e-34,5.022554011919371e-35
-8.235505253082651e-09,-9.412006003523024e-09,-9.33357262016037e-08,-6.706054277510136e-08,-9.824173433093976e-06,-1.56082432891757e-07,1.0410462973730081e-05,-2.3216281475356866e-07,-8.62767216989612e-09,1.2884821660356537e-35,3.221205415089134e-36,3.865446498106961e-35,3.865446498106961e-35,0.0,-1.5461785992427843e-34,1.7716629782990238e-35,1.6492571725256368e-32,-1.4495424367901103e-35,1.8141828897782004e-32,-2.061571465657046e-34,-1.9327232490534806e-34,0.0,0.0,1.2884821660356537e-35,-1.2884821660356537e-35,2.5769643320713074e-35,7.2155001297996604e-34,-1.6106027075445672e-35,8.858314891495119e-36,5.153928664142615e-35,2.061571465657046e-34,-1.030785732828523e-34,-1.6750268158463498e-34,-3.2985143450512734e-33,-1.6106027075445672e-35,-3.2212054150891343e-35,-7.408772454705008e-35,-3.2985143450512734e-33,1.7716629782990238e-35,3.5433259565980476e-35,1.2884821660356537e-35,-2.8990848735802206e-35,1.9327232490534804e-35,6.442410830178268e-36,1.6106027075445672e-35,-7.730892996213922e-35,-6.442410830178269e-35,9.985736786776316e-35,-4.1875670396158745e-35,-1.6106027075445672e-35,3.865446498106961e-35,8.053013537722835e-35,-2.254843790562394e-35,-4.94777151757691e-32,-5.733745638858658e-35,-2.973053294223008e-35,-3.19352690930022e-34,-2.432348911480402e-32,-7.301398940868704e-35,-7.818700669751167e-34,-2.2600931623499465e-34,-8.637602668609382e-36,2.2142804631131234e-35,0.0,-5.669321530556876e-34,9.663616245267402e-36,3.382265685843591e-35,1.4495424367901103e-35,6.442410830178268e-36,-2.415904061316851e-35,-6.442410830178268e-36,-1.2884821660356537e-34,0.0,1.9327232490534804e-35,1.484331455273073e-32,1.9327232490534806e-34,-1.030785732828523e-34,-5.153928664142615e-35,5.153928664142615e-35,2.8990848735802206e-35,-3.865446498106961e-35,-5.5953531099140885e-36,-2.0782740122538043e-35,-1.5385431493699804e-34,-8.097394590108508e-34,-1.6387584289505313e-34,1.976665263071467e-32,-8.33695682986773e-35,1.0660996884902408e-34,2.3717616167397032e-35
-3.362358006775803e-08,-3.842694864886646e-08,-3.810672407679263e-07,-2.7379200912317315e-07,-4.0109728775114825e-05,-6.372468984270367e-07,-2.3216281475356866e-07,4.178770553278202e-05,-3.522470292812751e-08,-1.212689097445321e-35,-3.0317227436133024e-36,-3.638067292335963e-35,-3.638067292335963e-35,0.0,1.4552269169343853e-34,-1.6674475089873164e-35,-1.552242044730011e-32,1.364275234625986e-35,-1.707466249203012e-32,1.9403025559125136e-34,1.8190336461679816e-34,0.0,0.0,-1.212689097445321e-35,1.212689097445321e-35,-2.425378194890642e-35,-6.791058945693798e-34,1.5158613718066513e-35,-8.337237544936582e-36,-4.850756389781284e-35,-1.9403025559125136e-34,9.701512779562568e-35,1.5764958266789174e-34,3.104484089460022e-33,1.5158613718066513e-35,3.0317227436133026e-35,6.972962310310597e-35,3.104484089460022e-33,-1.6674475089873164e-35,-3.334895017974633e-35,-1.212689097445321e-35,2.728550469251972e-35,-1.8190336461679816e-35,-6.063445487226605e-36,-1.5158613718066513e-35,7.276134584671926e-35,6.063445487226605e-35,-9.398340505201238e-35,3.9412395666972935e-35,1.5158613718066513e-35,-3.638067292335963e-35,-7.579306859033257e-35,2.122205920529312e-35,4.656726134190033e-32,5.396466483631679e-35,2.798167806327537e-35,3.0056723852237365e-34,2.2892695637462605e-32,6.871904885523486e-35,7.358777100942274e-34,2.1271465057411263e-34,8.129508393985301e-36,-2.0840286711652924e-35,0.0,5.335832028759413e-34,-9.095168230839908e-36,-3.183308880793968e-35,-1.364275234625986e-35,-6.063445487226605e-36,2.273792057709977e-35,6.063445487226605e-36,1.212689097445321e-34,0.0,-1.8190336461679816e-35,-1.3970178402570098e-32,-1.8190336461679816e-34,9.701512779562568e-35,4.850756389781284e-35,-4.850756389781284e-35,-2.728550469251972e-35,3.638067292335963e-35,5.266214691683848e-36,1.9560225997682864e-35,1.4480406111717464e-34,7.621077261278596e-34,1.5423608743063825e-34,-1.8603908358319687e-32,7.846547604581393e-35,-1.003387942108462e-34,-2.2322462275197208e-35
-1.2495249349504738e-09,-1.4280284970862553e-09,-1.4161282596105325e-08,-1.0174703041739562e-08,-1.4905642450211574e-06,-2.3681472576680366e-08,-8.62767216989612e-09,-3.522470292812751e-08,1.5868371661997263e-06,1.2316373645929042e-36,3.0790934114822605e-37,3.694912093778713e-36,3.694912093778713e-36,0.0,-1.4779648375114852e-35,1.6935013763152433e-36,1.5764958266789173e-33,-1.3855920351670172e-36,1.7341454093468092e-33,-1.9706197833486468e-35,-1.8474560468893562e-35,0.0,0.0,1.2316373645929042e-36,-1.2316373645929042e-36,2.4632747291858084e-36,6.897169241720264e-35,-1.5395467057411302e-36,8.467506881576217e-37,4.926549458371617e-36,1.9706197833486468e-35,-9.853098916743234e-36,-1.6011285739707755e-35,-3.152991653357835e-34,-1.5395467057411302e-36,-3.0790934114822604e-36,-7.081914846409199e-36,-3.152991653357835e-34,1.6935013763152433e-36,3.387002752630487e-36,1.2316373645929042e-36,-2.7711840703340344e-36,1.8474560468893565e-36,6.158186822964521e-37,1.5395467057411302e-36,-7.389824187557426e-36,-6.158186822964521e-36,9.545189575595008e-36,-4.0028214349269386e-36,-1.5395467057411302e-36,3.694912093778713e-36,7.697733528705652e-36,-2.1553653880375825e-36,-4.729487480036752e-33,-5.4807862724384236e-36,-2.841889178301405e-36,-3.0526360162428576e-35,-2.325039400679796e-33,-6.97927839935979e-36,-7.473757993144498e-35,-2.1603831698933312e-35,-8.256531962641321e-37,2.11659161915225e-36,0.0,-5.419204404208779e-35,9.237280234446782e-37,3.233048082056374e-36,1.3855920351670172e-36,6.158186822964521e-37,-2.3093200586116953e-36,-6.158186822964521e-37,-1.2316373645929042e-35,0.0,1.8474560468893565e-36,1.4188462440110256e-33,1.8474560468893562e-35,-9.853098916743234e-36,-4.926549458371617e-36,4.926549458371617e-36,2.7711840703340344e-36,-3.694912093778713e-36,-5.348499296241408e-37,-1.986585452889666e-36,-1.470666245721305e-35,-7.740156593486074e-35,-1.5664602629674196e-35,1.889459442641843e-33,-7.969149910902976e-36,1.0190658787039066e-35,2.2671250748247162e-36
1.8000853790203986e-36,2.8422400721374713e-36,1.212689097445321e-35,-4.547584115419954e-36,-1.843287428116888e-33,2.728550469251972e-35,1.2884821660356537e-35,-1.212689097445321e-35,1.2316373645929042e-36,1.1920559565351991e-06,-6.751351991938276e-10,-3.142870754867818e-09,-2.2582108386828102e-09,-8.63707444485898e-09,-7.286804046471311e-09,-7.449767715242249e-10,-1.1667267463033738e-06,-1.094184633176205e-09,1.0671664057518825e-33,-1.212689097445321e-35,-1.1368960288549885e-35,0.0,0.0,7.579306859033256e-37,-7.579306859033256e-37,1.5158613718066512e-36,4.244411841058624e-35,-9.47413357379157e-37,5.210773465585364e-37,3.0317227436133024e-36,1.212689097445321e-35,-6.063445487226605e-36,-9.853098916743234e-36,-1.9403025559125136e-34,-9.47413357379157e-37,-1.894826714758314e-36,-4.358101443944123e-36,-1.9403025559125136e-34,1.0421546931170728e-36,2.0843093862341456e-36,7.579306859033256e-37,-1.7053440432824827e-36,1.1368960288549885e-36,3.789653429516628e-37,9.47413357379157e-37,-4.547584115419954e-36,-3.789653429516628e-36,5.873962815750774e-36,-2.4632747291858084e-36,-9.47413357379157e-37,2.273792057709977e-36,4.737066786895786e-36,-1.32637870033082e-36,-2.9104538338687706e-33,-3.3727915522697994e-36,-1.7488548789547107e-36,-1.8785452407648353e-35,-1.4307934773414128e-33,-4.294940553452179e-36,-4.5992356880889214e-35,-1.329466566088204e-35,-5.080942746240813e-37,1.3025179194783077e-36,0.0,-3.334895017974633e-35,5.6844801442749425e-37,1.98956805049623e-36,8.526720216412413e-37,3.789653429516628e-37,-1.4211200360687357e-36,-3.789653429516628e-37,-7.579306859033256e-36,0.0,1.1368960288549885e-36,8.731361501606311e-34,1.1368960288549885e-35,-6.063445487226605e-36,-3.0317227436133024e-36,3.0317227436133024e-36,1.7053440432824827e-36,-2.273792057709977e-36,-3.291384182302405e-37,-1.222514124855179e-36,-9.050253819823415e-36,-4.7631732882991224e-35,-9.63975546441489e-36,1.1627442723949804e-33,-4.9040922528633705e-36,6.271174638177888e-36,1.3951538921998255e-36
